model,ablation,fold,subset,actual,predicted,count,run_id,generation,representation,window_size_frames,seed,balancing,scenario,strategy,configuration_id
transformer,temporal_r0,2,validation,alert,distraction,227,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,fatigue,alert,12,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,distraction,alert,32,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,distraction,fatigue,1,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,distraction,distraction,41,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,alert,alert,1400,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,alert,fatigue,46,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,alert,distraction,114,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,fatigue,alert,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,distraction,alert,81,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,distraction,fatigue,17,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,distraction,distraction,183,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,alert,alert,742,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,alert,fatigue,40,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,alert,distraction,187,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,fatigue,alert,11,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,distraction,alert,69,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,distraction,fatigue,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,distraction,distraction,76,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,alert,alert,1250,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,alert,fatigue,7,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,alert,distraction,108,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,fatigue,alert,17,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,fatigue,distraction,5,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,distraction,alert,31,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,distraction,fatigue,10,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,distraction,distraction,65,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,alert,alert,683,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,alert,fatigue,172,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,alert,distraction,147,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,fatigue,alert,5,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,fatigue,fatigue,7,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,distraction,alert,36,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,distraction,fatigue,13,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,distraction,distraction,42,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,alert,alert,674,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,alert,fatigue,87,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,alert,distraction,185,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,fatigue,alert,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,distraction,alert,65,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,distraction,fatigue,11,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,distraction,distraction,54,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
lstm,temporal_r0,1,validation,alert,alert,753,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,alert,fatigue,126,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,alert,distraction,135,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,fatigue,fatigue,4,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,distraction,alert,82,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,distraction,fatigue,16,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,distraction,distraction,64,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,alert,alert,644,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,alert,fatigue,330,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,alert,distraction,114,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,fatigue,alert,15,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,fatigue,fatigue,15,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,fatigue,distraction,37,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,distraction,alert,21,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,distraction,fatigue,67,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,distraction,distraction,291,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,alert,alert,821,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,alert,fatigue,3,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,alert,distraction,256,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,fatigue,alert,8,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,fatigue,fatigue,1,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,fatigue,distraction,8,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,distraction,alert,43,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,distraction,fatigue,1,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,distraction,distraction,32,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,alert,alert,1428,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,alert,fatigue,7,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,alert,distraction,136,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,distraction,alert,105,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,distraction,fatigue,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,distraction,distraction,188,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,alert,alert,773,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,alert,fatigue,38,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,alert,distraction,175,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,fatigue,alert,13,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,distraction,alert,82,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,distraction,fatigue,8,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,distraction,distraction,62,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,alert,alert,1168,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,alert,fatigue,73,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,alert,distraction,126,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,fatigue,alert,16,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,fatigue,fatigue,3,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,fatigue,distraction,2,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,distraction,alert,36,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,distraction,fatigue,9,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,distraction,distraction,67,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,alert,alert,721,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,alert,fatigue,139,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,alert,distraction,152,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,fatigue,alert,8,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,fatigue,fatigue,9,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,distraction,alert,50,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,distraction,fatigue,3,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,distraction,distraction,43,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,alert,alert,727,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,alert,fatigue,46,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,alert,distraction,184,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,distraction,alert,84,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,distraction,fatigue,6,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,distraction,distraction,48,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,alert,alert,784,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,alert,fatigue,40,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,alert,distraction,190,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,fatigue,alert,1,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,fatigue,fatigue,2,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,fatigue,distraction,1,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,distraction,alert,96,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,distraction,fatigue,2,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,distraction,distraction,64,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,test,alert,alert,758,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,test,alert,fatigue,16,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,test,alert,distraction,314,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
